Timestamp,RecordNo,ElapsedHrs,Feed Solid Flow,Feed BPL,Feed P80,Feed Solid Fraction,Cyclone Feed Solid Flow,Cyclone Feed BPL,Cyclone Feed P80,Cyclone Feed Solid Fraction,Cyclone Underflow Solid Flow,Cyclone Underflow BPL,Cyclone Underflow P80,Cyclone Underflow Solid Fraction,Ball Mill Discharge Solid Flow,Ball Mill Discharge BPL,Ball Mill Discharge P80,Ball Mill Discharge Solid Fraction,Output Slurry Solid Flow,Output Slurry BPL,Output Slurry P80,Output Slurry Solid Fraction,Process Water Solid Flow,Process Water Solid Fraction,Circulating_Load_Ratio_pct,Mill_Reduction_Ratio
2026-07-01 00:00:00,1,0.0,463.4392160386407,60.30264915156247,608.6302811231865,54.5906679273182,947.598158531111,60.885963481370936,269.60064340454136,39.88187043554768,488.8433094854321,61.48016390605812,579.297812623622,68.04300901359115,487.9306834670182,61.289241179698,137.19999565275302,67.45156046470768,461.3398142367111,59.71297406442329,136.9818758901361,27.53334552887705,0.0,0.0,105.48,4.222
2026-07-01 00:15:00,2,0.25,463.3629376302071,60.458808474805664,611.2137017298855,53.913395440578114,950.1888813390576,60.84628823075465,267.63182692983946,39.63276741627871,489.2634848002906,60.94010068309076,575.2546612722658,68.43284663834152,488.2926017651294,61.28803851692104,137.3550051254834,67.76189102344074,462.2999533666173,60.44203353108333,138.1028304436155,27.63635932442024,0.0,0.0,105.59,4.188
2026-07-01 00:30:00,3,0.5,458.3156524027059,60.71345059873128,612.3381963699425,54.529315463759424,964.711622486791,61.14236505069793,265.5255010987917,40.01788389490515,492.3677856681167,61.230565934296,580.4285786543292,67.97286093337904,492.6343901640475,61.82908860921113,136.0761055998706,68.08288055303896,461.3240156921054,60.448123599449175,137.06664677258175,27.74422998551061,0.0,0.0,107.43,4.265
2026-07-01 00:45:00,4,0.75,547.8991040454574,69.31019038466852,372.9632466400781,54.991620335510895,1132.9917534009228,69.91915184853238,227.3072383697536,40.300676052458975,605.0223191932653,70.20190284812942,343.9377113358224,67.89792027658869,608.037833017941,70.15935635323655,136.53077557887684,68.14385633945238,543.715725558744,69.78230042447905,146.10679118348347,27.46910096250908,0.0,0.0,110.43,2.519
2026-07-01 01:00:00,5,1.0,546.2923078377793,69.85487923886237,376.25285473081664,54.66729371496024,1154.039471047064,70.11172849121843,228.2260718928676,39.69018562112237,603.8634771855278,69.62751033430662,340.49053267607525,67.87577343389373,599.3561677463101,70.40923684190238,138.63236155362216,67.66065694198387,542.1228491480041,69.95110328015085,147.52510395020306,27.442922635344623,0.0,0.0,110.54,2.456
2026-07-01 01:15:00,6,1.25,545.8574776386102,69.43169342795302,374.57196080509226,54.79059786969696,1139.5443022126044,70.2233101522281,226.25924975037444,40.233296009900094,603.3169152511243,70.37769090925399,343.47763516062264,67.9516071918579,595.3967087738101,69.86250079114045,137.08779713678618,67.13154464693656,546.9341937548064,69.13305381848801,147.75785199814132,27.33362996009424,0.0,0.0,110.53,2.506
2026-07-01 01:30:00,7,1.5,539.1422953933459,70.38863066432741,377.9916785391926,54.757371638325296,1144.9152369144367,70.0467465252876,226.0993266433826,40.263660822341656,600.6570547846045,70.31839559822761,343.05930437889543,67.74456217531416,598.0001036146718,70.87053353316003,136.66353416516688,68.39409602044135,544.2035042759379,69.57391298522222,146.8016871906376,27.380652634097203,0.0,0.0,111.41,2.51
2026-07-01 01:45:00,8,1.75,543.1807675943186,69.28711527815706,372.9358069317439,55.32264571079444,1142.1813784856151,69.6705596090474,227.89030876690524,40.33774532789357,597.3626552490326,70.25199543916403,343.3927889079518,67.28150405447442,605.2772892011997,70.33010572861312,136.8486351792847,67.6930569192422,545.6448521008184,69.6389319440684,146.96388220237327,27.290316507538385,0.0,0.0,109.97,2.509
2026-07-01 02:00:00,9,2.0,542.50432342387,69.9872694885808,374.6740222074256,54.63400704162734,1143.3048221553038,70.3790656648997,227.0180775042051,39.96365352443889,602.7003469287793,70.83653357147915,346.10743279773624,68.15610090923302,600.5822836416248,69.75675392140847,137.56931719617242,68.39431043076212,543.7005927051982,70.09215228756177,147.77965475277605,27.610010782808388,0.0,0.0,111.1,2.516
2026-07-01 02:15:00,10,2.25,549.1063261894809,69.3424406558972,376.6875843386202,54.94134263214337,1152.8111983963393,70.9044687306627,229.45564460406305,39.72515754227456,596.5142363937939,70.68475985848306,342.6007513214854,67.99493860143181,605.6562194331572,69.64625176590565,135.05825464193003,68.10579400029759,544.3049181541518,69.7619618105074,147.12400847041778,27.331154328312792,0.0,0.0,108.63,2.537
2026-07-01 02:30:00,11,2.5,540.9874099920713,69.17606906445849,375.8870238890278,54.75881986720197,1149.597241554863,69.69781944686117,226.5320261338356,39.76022967346716,599.414151268441,70.42246995760696,343.08065189849606,68.14527504583867,603.8484622946531,71.19469894290289,135.64688231849527,68.3622641701567,543.8678253839528,69.85911887742638,145.81043718261455,27.39714257229809,0.0,0.0,110.8,2.529
2026-07-01 02:45:00,12,2.75,544.424639277218,69.74313447465906,377.34605007609866,54.771942525499554,1131.6593798407853,69.8228561511762,224.74341952591044,39.219654780280834,600.7032513275212,70.90281559913736,344.7974533898593,67.52160135137878,599.2186926725432,70.81716400769473,136.91937047488804,68.01958369055733,543.9854493979152,69.8810970056414,147.8008026996538,27.564084088161582,0.0,0.0,110.34,2.518
2026-07-01 03:00:00,13,3.0,545.8287496730795,69.57817046737632,377.2095120022622,54.36123864222065,1145.853057586443,70.11090448668985,225.62241517450204,40.41327319452556,607.9004219565157,70.14434910925051,346.29607371462055,68.15449983642544,593.1701007771933,70.44567797878979,136.73965245991764,68.03395268021761,540.644046461761,69.75209241169486,146.9326795109646,27.668843074576845,0.0,0.0,111.37,2.533
2026-07-01 03:15:00,14,3.25,549.1520258843792,69.63224562032237,373.8743659594877,54.18187986340315,1157.596703507108,70.5196791979815,228.6811125045798,40.16053562714727,603.0182664513871,70.43094495189251,344.17879997000915,67.91693102630504,602.8163466549454,70.97805252706038,137.24607528852997,67.97614826869038,542.2683081309842,69.5988149840619,148.50445128056018,27.556521321854184,0.0,0.0,109.81,2.508
2026-07-01 03:30:00,15,3.5,540.5389849729341,69.8369723037242,376.7144200905062,54.64998321293294,1145.2363892348897,70.02101438489925,227.57955028268296,39.617677389101054,601.7688654708328,69.97941091551826,346.529498764346,67.68559573996154,604.7064394651501,70.98337358254881,136.5326190045157,67.75455688913362,544.7850186687564,69.86414945191657,146.2130938288188,27.548977034647365,0.0,0.0,111.33,2.538
2026-07-01 03:45:00,16,3.75,543.4976173348966,69.42697494504007,375.4674703836173,54.36915133632045,1139.1834290076422,70.65233554658833,226.19443686421127,40.25952581663952,608.1316517214376,70.44944613811349,345.8445240993761,68.79651838502421,601.908685182083,70.08972783345877,135.67934913589002,68.01701648878131,548.9893466828797,70.26725278792942,146.258566795799,27.3320016324798,0.0,0.0,111.89,2.549
2026-07-01 04:00:00,17,4.0,543.4896664029635,69.95489694939029,375.4172184915352,54.68080089017205,1146.5235711426185,70.20091010761675,227.31541662195272,40.120845007598575,609.3845629511376,70.58983598306467,344.8154273720821,67.31206360166834,604.0227441950469,69.51842384309776,135.6335493641282,68.34869281500725,546.4658292219437,69.80214707128212,145.58084679837643,27.411787653172745,0.0,0.0,112.12,2.542
2026-07-01 04:15:00,18,4.25,551.5313998791546,69.9559350912457,372.9977189286198,54.39427014632912,1146.4140264728896,70.03962593217993,225.858659985292,40.02792525656613,598.458618962726,70.80935375296065,346.897773982891,68.44257851624094,600.9059662324113,70.55714825854277,136.68160527428626,67.8413646789478,543.0527029952574,69.32017235469681,145.81573253382473,27.603933261498423,0.0,0.0,108.51,2.538
2026-07-01 04:30:00,19,4.5,547.4305443498872,69.1384881894142,372.98688352902496,54.83662800434104,1149.4979258080884,69.95537081190747,228.83439739735485,40.05049478531912,598.2327499329973,69.94718045598091,346.365875247315,68.18924323423407,595.753526296899,70.9087885007221,137.28082470549998,68.54808393898017,542.907231971325,69.7410429090797,146.09585656442357,27.8911823964814,0.0,0.0,109.28,2.523
2026-07-01 04:45:00,20,4.75,542.0466160379185,69.93368058941411,370.9919639339472,54.65316152274624,1153.5690207737189,69.58741140468886,228.89314026326687,40.08093707580363,598.845365761516,70.1283058875675,343.75056036743786,67.97979611011945,600.6814535394602,69.99085141434446,136.54001268903798,67.58102898664751,539.9497473213833,69.84480490029773,147.86917181902092,27.220901426871865,0.0,0.0,110.48,2.518
2026-07-01 05:00:00,21,5.0,540.9696592335727,70.22275252964144,373.5848954540796,55.27145280737967,1141.4340813031815,70.2765952046865,227.1198541549122,39.81903476580967,604.7448684049493,70.27459115485952,345.947560123032,67.98070506505546,598.6939924493814,70.29692269660455,136.83264168582866,68.39105288518353,541.2010679418108,69.84851331880887,145.5703731454228,27.58039081308087,0.0,0.0,111.79,2.528
2026-07-01 05:15:00,22,5.25,543.9666594047663,70.32849207782188,371.3222810369456,54.42139099200805,1141.6856741296406,69.63883883283026,227.94775970786364,39.80623181318932,600.0112047370861,70.58617821045988,343.13744464023057,68.17657427989454,599.1077432063227,69.82842906146058,135.28357335038945,68.75937073706,543.1143670704536,69.9672544285103,147.0625975663441,27.499367776101565,0.0,0.0,110.3,2.536
2026-07-01 05:30:00,23,5.5,540.7679462375885,69.2121274597447,372.4746086854129,54.34031585092662,1151.9396964907176,70.4591199867012,226.1182080333988,39.66629541364888,601.3371546453047,70.92710992141896,338.8685665301095,68.21486372175848,598.7303703090096,70.77907655052628,135.9053047047648,67.88355034249594,539.2420589875758,69.4553432816497,148.31305849495473,27.608262549424744,0.0,0.0,111.2,2.493
2026-07-01 05:45:00,24,5.75,566.9676857243572,68.23634530348542,442.5566944686283,54.75816740434868,1225.3961407773409,66.09470742655444,259.08986676216085,41.265075605943785,672.8122986271273,64.25114634567846,393.7810961942889,67.97348729105711,662.9342786497803,64.01755121547352,135.30237021162404,67.57433179208985,570.3767391664934,68.20644720610241,141.60209204704157,27.90533632293074,0.0,0.0,118.67,2.91
2026-07-01 06:00:00,25,6.0,567.5009220438939,68.02428593438533,443.4014009939112,54.78754314848103,1223.6159329905263,66.147628764637,257.06198633738785,40.79653884514142,664.1848932954249,63.50330976282315,395.8172020782405,68.06160120668345,664.7291421359778,64.14028821266592,135.0465964676262,67.60157189680669,567.3903594972764,68.02270878213147,141.46778038603242,27.73416752521485,0.0,0.0,117.04,2.931
2026-07-01 06:15:00,26,6.25,567.827290561067,68.0691482601751,444.2473903455275,54.24178882251883,1237.1083676996177,66.21741928181183,259.59062179726203,41.0421753042096,662.7505469457764,64.20389408246591,397.1121216549751,68.17570081158591,666.1852304336895,63.719738905746965,135.78681812599663,68.47714416473319,571.7528384372671,68.34477165770265,140.06855893341842,28.09398559158165,0.0,0.0,116.72,2.925
2026-07-01 06:30:00,27,6.5,569.5962244355591,67.63796460785963,439.3357722394073,54.580267423474375,1243.1199744169248,65.97387600601822,259.5713648197718,41.37745475307836,671.723621857284,64.26412377169183,395.0267257020372,67.48556478129146,662.5876122545752,64.46811345910936,135.6713729516656,68.04497719831897,571.7021343800609,67.932719932871,141.34242804486755,28.058568024759545,0.0,0.0,117.93,2.912
2026-07-01 06:45:00,28,6.75,569.663784004212,68.12230150989843,443.7422289339938,54.459412870711866,1221.5643941360515,66.35136759294822,259.0642622964966,41.02377254429515,658.5825723900468,64.16313024652435,394.17617915484686,67.64740145718744,656.3576192918008,64.17479777362796,136.07870081241975,68.1554470705204,566.2608561935649,68.24290837886502,142.0320237800691,27.47330979953336,0.0,0.0,115.61,2.897
2026-07-01 07:00:00,29,7.0,570.6359631140409,68.94543881538937,445.795453154742,54.89175003091747,1235.935286792468,66.4332016801285,258.3114004558751,40.93812627715712,668.9778510985301,65.05922934259168,395.2219631231152,67.98025251875342,666.1523646904315,64.82224022203697,135.32538256615524,68.59949848688024,565.0138342205784,68.17281925311347,141.2218885709774,28.06783094345011,0.0,0.0,117.23,2.921
2026-07-01 07:15:00,30,7.25,565.1895770124513,68.38693906894409,441.030061764848,54.28852622760024,1241.3870364489123,66.31697077560594,259.9168416898687,40.8311886928178,669.4676869312044,64.2114176743385,398.2024987754406,67.62804061841541,661.9501546311747,64.38296397856564,134.7796360643982,68.27558403467047,569.1968627951958,67.87104882411236,141.45181480390576,27.877120239016783,0.0,0.0,118.45,2.954
2026-07-01 07:30:00,31,7.5,566.8124812286708,68.74499424533018,448.7272262853328,55.44614211422631,1234.1679893769142,66.20782535251634,261.53437487398327,40.91742786132337,661.4622580286857,64.34909341050526,396.6717202302711,67.66170695593016,658.7879818861528,63.749675271776674,135.89039512167636,67.69058238134477,567.8280262036074,68.33604150588424,141.9152419733712,27.879864932490843,0.0,0.0,116.7,2.919
2026-07-01 07:45:00,32,7.75,567.0766058124016,67.82950796329439,445.7867433283644,54.78009682210463,1228.227498115063,65.9812049460408,258.8052343853234,41.12010930649106,658.9899650748961,63.90382109336072,394.7025246277032,69.03318077976925,669.1752230476106,64.26099926735098,135.9282148608758,68.83943395720918,567.5129659338456,68.09895593407211,142.41814018545685,28.01883172029505,0.0,0.0,116.21,2.904
2026-07-01 08:00:00,33,8.0,574.8712632928501,68.94906717570778,444.28354217174245,55.0139493356535,1218.6938095714827,66.37399605553496,258.8481805577233,41.05460542505352,668.0844871655954,64.1723214448614,391.587472399076,68.15009282255028,662.4002778380735,64.17660319436872,134.8590775556111,67.86063770385589,560.4348568686571,68.74733254691854,141.60492363244765,28.122288298853405,0.0,0.0,116.21,2.904
2026-07-01 08:15:00,34,8.25,562.1639447086594,67.88295869809066,439.5736410036913,54.62401674106037,1234.28957026324,65.32668025430293,259.6825151445967,40.5769234945675,666.5471297075396,64.26175568840324,394.8555648906525,67.97019843317594,663.2051197967166,64.06769381782003,133.98343353497538,67.98791205554147,574.603011578506,69.06000084528085,142.5113507398529,28.05430364112833,0.0,0.0,118.57,2.947
2026-07-01 08:30:00,35,8.5,568.1186128972139,68.22079589200507,442.0063027033853,54.81923100291188,1230.4784522554648,66.08776143507328,257.46355684583995,40.85619531170971,674.4643463170748,64.27714895375561,395.03351528345775,68.21720870587487,668.1869356117318,63.8742812436788,135.18176635248548,68.37465654310138,569.2301085378677,68.2989394490897,142.70833534898753,27.82239444112024,0.0,0.0,118.72,2.922
2026-07-01 08:45:00,36,8.75,573.3917424179979,67.44972487765865,440.9996479604422,54.61504811392978,1238.611652998641,66.36152524453502,261.3193875552452,40.56127901903183,668.3560163120511,64.19084558964083,394.020071936844,68.22014396161599,661.6866555633861,63.50267700474865,135.04934556514593,67.3889094925301,566.0972878983639,68.40114944642748,141.65468186419432,28.20198973803999,0.0,0.0,116.56,2.918
2026-07-01 09:00:00,37,9.0,565.7318155724322,67.87251767632088,439.5446282580271,54.93211999948621,1228.9238611879136,65.33652479192702,260.23364526657,40.92062382918759,666.7845515091478,64.34478990926233,397.0992956769746,68.01551164878235,670.2951181064424,64.46796855996018,135.6683981169537,68.16722570241448,563.3430692271246,68.18158264745088,141.17001144925555,27.97078815121404,0.0,0.0,117.86,2.927
2026-07-01 09:15:00,38,9.25,568.6659507303607,67.75297273500878,438.24003418159936,54.69653130278603,1233.0362046584355,65.83603485389972,259.2932277910389,40.79047080809845,667.5623080061318,64.02445437746194,395.50861586569096,68.39936638273176,675.6265136475993,63.91522707284649,134.97277323991224,67.65734703529762,570.984449771268,67.77886022290448,140.97910054394154,27.93103835130886,0.0,0.0,117.39,2.93
2026-07-01 09:30:00,39,9.5,566.6881925387087,67.38888232422329,438.9398269302656,54.6532216521834,1234.7972328163307,66.04730418381257,256.3916560763942,40.83405327355007,668.5474908109231,64.51846625529853,395.4130840758775,67.63795309095993,667.8799167474606,64.08063530475366,134.40045337235085,67.67270801605399,573.2486546766089,68.33916240456335,142.37343564498246,27.855655564508336,0.0,0.0,117.97,2.942
