Timestamp,RecordNo,ElapsedHrs,Feed Solid Flow,Feed BPL,Feed P80,Feed Solid Fraction,Cyclone Feed Solid Flow,Cyclone Feed BPL,Cyclone Feed P80,Cyclone Feed Solid Fraction,Cyclone Underflow Solid Flow,Cyclone Underflow BPL,Cyclone Underflow P80,Cyclone Underflow Solid Fraction,Ball Mill Discharge Solid Flow,Ball Mill Discharge BPL,Ball Mill Discharge P80,Ball Mill Discharge Solid Fraction,Output Slurry Solid Flow,Output Slurry BPL,Output Slurry P80,Output Slurry Solid Fraction,Process Water Solid Flow,Process Water Solid Fraction,P003_Slurry_Flow_tph,P003_Water_Flow_tph,P004_Slurry_Flow_tph,P004_Water_Flow_tph,P006_Slurry_Flow_tph,P006_Water_Flow_tph,P101_Water_Flow_tph,Circulating_Load_Ratio_pct,Mill_Reduction_Ratio
2026-07-01 00:00:00,1,0.0,463.4392160386407,60.30264915156247,608.6302811231865,54.5906679273182,947.598158531111,60.885963481370936,269.60064340454136,39.88187043554768,488.8433094854321,61.48016390605812,579.297812623622,68.04300901359115,487.9306834670182,61.289241179698,137.19999565275302,67.45156046470768,461.3398142367111,59.71297406442329,136.9818758901361,27.533345528877046,0.0,0.0,2376.0123288663353,1428.4141703352243,718.4328214935186,229.58951200808656,1675.5675904072634,1214.2277761705523,140.32,105.48,4.222
2026-07-01 00:15:00,2,0.25,463.36293763020706,60.458808474805664,611.2137017298855,53.913395440578114,950.1888813390576,60.84628823075465,267.63182692983946,39.63276741627871,489.2634848002906,60.94010068309076,575.2546612722658,68.43284663834152,488.2926017651294,61.288038516921034,137.3550051254834,67.76189102344074,462.2999533666173,60.44203353108333,138.1028304436155,27.636359324420233,0.0,0.0,2397.4830507262996,1447.294169387242,714.9541613926759,225.69067659238533,1672.7961448891588,1210.4961915225415,138.6,105.59,4.188
2026-07-01 00:30:00,3,0.5,458.3156524027059,60.71345059873128,612.3381963699425,54.529315463759424,964.711622486791,61.14236505069793,265.5255010987917,40.01788389490515,492.3677856681167,61.230565934295996,580.4285786543292,67.97286093337904,492.6343901640475,61.82908860921113,136.0761055998706,68.08288055303896,461.3240156921054,60.448123599449175,137.06664677258175,27.744229985510614,0.0,0.0,2410.7012380272627,1445.9896155404717,724.3593677051373,231.99158203702058,1662.7746235272386,1201.4506078351333,144.23,107.43,4.265
2026-07-01 00:45:00,4,0.75,547.8991040454574,69.31019038466852,372.9632466400781,54.991620335510895,1132.9917534009228,69.91915184853238,227.30723836975358,40.300676052458975,605.0223191932653,70.20190284812942,343.9377113358224,67.89792027658869,608.037833017941,70.15935635323655,136.53077557887684,68.14385633945238,543.715725558744,69.78230042447905,146.10679118348347,27.469100962509078,0.0,0.0,2811.346767300179,1678.3550138992564,891.0763639425902,286.05404474932493,1979.3721181513324,1435.6563925925884,141.5,110.43,2.519
2026-07-01 01:00:00,5,1.0,546.2923078377793,69.85487923886237,376.25285473081664,54.66729371496024,1154.0394710470641,70.11172849121843,228.22607189286754,39.69018562112237,603.8634771855278,69.62751033430662,340.49053267607525,67.87577343389373,599.3561677463101,70.40923684190238,138.63236155362216,67.66065694198387,542.1228491480041,69.95110328015085,147.52510395020306,27.442922635344623,0.0,0.0,2907.6192337909,1753.579762743836,889.6598103204655,285.79633313493764,1975.4559539871552,1433.333104839151,144.99,110.54,2.456
2026-07-01 01:15:00,6,1.25,545.8574776386102,69.43169342795302,374.57196080509226,54.79059786969696,1139.5443022126044,70.2233101522281,226.25924975037444,40.233296009900094,603.3169152511243,70.37769090925399,343.47763516062264,67.9516071918579,595.3967087738101,69.86250079114045,137.08779713678618,67.13154464693656,546.9341937548064,69.13305381848801,147.75785199814132,27.33362996009424,0.0,0.0,2832.341406809425,1692.7971045968204,887.8626130912397,284.5456978401154,2000.957042856377,1454.0228491015705,147.9,110.53,2.506
2026-07-01 01:30:00,7,1.5,539.1422953933459,70.38863066432741,377.9916785391926,54.757371638325296,1144.9152369144367,70.0467465252876,226.0993266433826,40.263660822341656,600.6570547846045,70.31839559822761,343.05930437889543,67.74456217531416,598.0001036146718,70.87053353316003,136.66353416516688,68.39409602044135,544.2035042759379,69.57391298522222,146.8016871906376,27.380652634097203,0.0,0.0,2843.5448082235525,1698.6295713091158,886.6498439095108,285.99278912490627,1987.5475999364594,1443.3440956605214,143.58,111.41,2.51
2026-07-01 01:45:00,8,1.75,543.1807675943186,69.28711527815706,372.9358069317439,55.32264571079444,1142.1813784856151,69.6705596090474,227.89030876690524,40.33774532789357,597.3626552490326,70.25199543916403,343.3927889079518,67.28150405447442,605.2772892011997,70.33010572861312,136.8486351792847,67.6930569192422,545.6448521008184,69.6389319440684,146.96388220237327,27.290316507538382,0.0,0.0,2831.5449195317224,1689.3635410461072,887.8556798691336,290.493024620101,1999.4082954299756,1453.7634433291573,144.15,109.97,2.509
2026-07-01 02:00:00,9,2.0,542.50432342387,69.9872694885808,374.6740222074256,54.63400704162734,1143.3048221553038,70.3790656648997,227.0180775042051,39.96365352443889,602.7003469287793,70.83653357147915,346.10743279773624,68.15610090923302,600.5822836416248,69.75675392140847,137.56931719617242,68.39431043076212,543.7005927051982,70.09215228756177,147.77965475277603,27.610010782808388,0.0,0.0,2860.861611304234,1717.5567891489302,884.2940527531442,281.593705824365,1969.2154305268803,1425.514837821682,142.19,111.1,2.516
2026-07-01 02:15:00,10,2.25,549.1063261894809,69.3424406558972,376.68758433862024,54.94134263214337,1152.8111983963393,70.9044687306627,229.45564460406302,39.72515754227456,596.5142363937939,70.68475985848306,342.6007513214854,67.99493860143181,605.6562194331572,69.64625176590565,135.05825464193003,68.10579400029759,544.3049181541518,69.7619618105074,147.12400847041778,27.331154328312792,0.0,0.0,2901.967593632688,1749.1563952363488,877.2921171241895,280.7778807303956,1991.518219888347,1447.2133017341953,142.09,108.63,2.537
